month,practice,pct,chemical_code,chemical,carbonate,citrate,total_lithium,total_cost
2014-07-01 00:00:00+00:00,Y03403,05T,0402030K0,Lithium Carbonate,1,0,1,0.7
2014-07-01 00:00:00+00:00,Y04537,R1A,0402030K0,Lithium Carbonate,1,0,1,0.56
2014-07-01 00:00:00+00:00,Y02824,08N,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-07-01 00:00:00+00:00,Y03259,08A,0402030K0,Lithium Carbonate,1,0,1,0.36
2014-07-01 00:00:00+00:00,Y04527,R1A,0402030P0,Lithium Citrate,0,1,1,5.2
2014-07-01 00:00:00+00:00,Y02695,RYG,0402030K0,Lithium Carbonate,1,0,1,2.5
2014-07-01 00:00:00+00:00,N81654,RY2,0402030K0,Lithium Carbonate,1,0,1,0.18
2014-07-01 00:00:00+00:00,Y03243,08W,0402030K0,Lithium Carbonate,2,0,2,1.11
2014-07-01 00:00:00+00:00,Y04572,15F,0402030K0,Lithium Carbonate,1,0,1,2.71
2014-07-01 00:00:00+00:00,Y00626,11N,0402030K0,Lithium Carbonate,2,0,2,0.8600000000000001
2014-07-01 00:00:00+00:00,Y04099,02R,0402030K0,Lithium Carbonate,1,0,1,1.01
2014-07-01 00:00:00+00:00,K84615,10Q,0402030K0,Lithium Carbonate,1,0,1,3.58
2014-07-01 00:00:00+00:00,Y01156,15E,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-07-01 00:00:00+00:00,Y00771,00P,0402030K0,Lithium Carbonate,1,0,1,0.43
2014-07-01 00:00:00+00:00,Y04050,NR5,0402030K0,Lithium Carbonate,2,0,2,3.08
2014-07-01 00:00:00+00:00,Y03419,99E,0402030K0,Lithium Carbonate,2,0,2,3.7
2014-07-01 00:00:00+00:00,Y04525,R1A,0402030K0,Lithium Carbonate,2,0,2,1.68
2014-07-01 00:00:00+00:00,Y02071,01G,0402030K0,Lithium Carbonate,1,0,1,0.26
2014-07-01 00:00:00+00:00,Y03056,RYG,0402030K0,Lithium Carbonate,7,0,7,4.5600000000000005
2014-07-01 00:00:00+00:00,Y03331,05L,0402030K0,Lithium Carbonate,1,0,1,0.23
2014-07-01 00:00:00+00:00,Y04066,NR5,0402030K0,Lithium Carbonate,1,0,1,2.14
2014-07-01 00:00:00+00:00,Y00776,12D,0402030K0,Lithium Carbonate,1,0,1,0.18
2014-07-01 00:00:00+00:00,Y04264,15M,0402030K0,Lithium Carbonate,4,0,4,7.22
2014-07-01 00:00:00+00:00,Y02211,14L,0402030K0,Lithium Carbonate,1,0,1,0.67
2014-07-01 00:00:00+00:00,Y01746,15E,0402030K0,Lithium Carbonate,1,0,1,0.18
2014-07-01 00:00:00+00:00,Y00862,04E,0402030K0,Lithium Carbonate,1,0,1,0.48
2014-07-01 00:00:00+00:00,Y01952,03A,0402030K0,Lithium Carbonate,2,0,2,0.48
2014-07-01 00:00:00+00:00,C84674,04K,0402030K0,Lithium Carbonate,1,0,1,2.71
2014-07-01 00:00:00+00:00,Y02245,RYG,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-07-01 00:00:00+00:00,Y00049,11N,0402030P0,Lithium Citrate,0,1,1,5.2
2014-07-01 00:00:00+00:00,Y02991,06H,0402030K0,Lithium Carbonate,2,0,2,0.41000000000000003
2014-07-01 00:00:00+00:00,Y00987,RY6,0402030K0,Lithium Carbonate,1,0,1,0.7
2014-07-01 00:00:00+00:00,Y02989,NTP,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-07-01 00:00:00+00:00,Y00729,06F,0402030K0,Lithium Carbonate,4,0,4,1.49
2014-07-01 00:00:00+00:00,F83630,08H,0402030K0,Lithium Carbonate,1,0,1,2.71
2014-07-01 00:00:00+00:00,Y00502,06W,0402030K0,Lithium Carbonate,1,0,1,0.18
2014-07-01 00:00:00+00:00,Y04527,R1A,0402030K0,Lithium Carbonate,2,0,2,1.39
2014-07-01 00:00:00+00:00,Y01897,15M,0402030K0,Lithium Carbonate,2,0,2,0.61
2014-08-01 00:00:00+00:00,Y04530,R1A,0402030K0,Lithium Carbonate,1,0,1,0.32
2014-08-01 00:00:00+00:00,Y00754,RCD,0402030K0,Lithium Carbonate,2,0,2,1.0
2014-08-01 00:00:00+00:00,Y04018,02X,0402030K0,Lithium Carbonate,2,0,2,3.7
2014-08-01 00:00:00+00:00,Y04524,R1A,0402030K0,Lithium Carbonate,1,0,1,0.41
2014-08-01 00:00:00+00:00,Y04264,15M,0402030K0,Lithium Carbonate,3,0,3,3.85
2014-08-01 00:00:00+00:00,Y02385,08K,0402030K0,Lithium Carbonate,2,0,2,5.25
2014-08-01 00:00:00+00:00,Y04050,NR5,0402030K0,Lithium Carbonate,2,0,2,1.8
2014-08-01 00:00:00+00:00,Y03419,99E,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-08-01 00:00:00+00:00,Y02232,RYG,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-08-01 00:00:00+00:00,Y04101,03L,0402030K0,Lithium Carbonate,2,0,2,0.39
2014-08-01 00:00:00+00:00,Y02241,RYG,0402030K0,Lithium Carbonate,4,0,4,6.93
2014-08-01 00:00:00+00:00,Y00737,RYF,0402030K0,Lithium Carbonate,1,0,1,0.41
2014-08-01 00:00:00+00:00,Y00729,06F,0402030K0,Lithium Carbonate,1,0,1,0.37
2014-08-01 00:00:00+00:00,Y04263,15M,0402030K0,Lithium Carbonate,4,0,4,7.420000000000001
2014-08-01 00:00:00+00:00,Y04054,NR5,0402030K0,Lithium Carbonate,3,0,3,2.55
2014-08-01 00:00:00+00:00,Y00688,00D,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-08-01 00:00:00+00:00,Y00658,RNU,0402030K0,Lithium Carbonate,1,0,1,0.16
2014-08-01 00:00:00+00:00,Y03504,08C,0402030K0,Lithium Carbonate,2,0,2,0.39
2014-08-01 00:00:00+00:00,Y03076,NQL,0402030K0,Lithium Carbonate,1,0,1,0.32
2014-08-01 00:00:00+00:00,Y04529,R1A,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-08-01 00:00:00+00:00,Y02863,09Y,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-08-01 00:00:00+00:00,Y00781,08N,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-08-01 00:00:00+00:00,F84737,08M,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-08-01 00:00:00+00:00,B87614,NL1,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-08-01 00:00:00+00:00,N85638,RY7,0402030K0,Lithium Carbonate,5,0,5,1.24
2014-08-01 00:00:00+00:00,Y00824,00D,0402030K0,Lithium Carbonate,1,0,1,0.2
2014-08-01 00:00:00+00:00,Y03558,RYG,0402030K0,Lithium Carbonate,4,0,4,6.050000000000001
2014-08-01 00:00:00+00:00,Y04467,08R,0402030K0,Lithium Carbonate,1,0,1,0.2
2014-08-01 00:00:00+00:00,Y02248,RYG,0402030K0,Lithium Carbonate,2,0,2,1.68
2014-08-01 00:00:00+00:00,Y03357,15A,0402030K0,Lithium Carbonate,1,0,1,0.85
2014-08-01 00:00:00+00:00,Y02071,01G,0402030K0,Lithium Carbonate,4,0,4,1.04
2014-08-01 00:00:00+00:00,Y00597,01W,0402030K0,Lithium Carbonate,1,0,1,0.43
2014-08-01 00:00:00+00:00,Y00661,00L,0402030K0,Lithium Carbonate,1,0,1,0.18
2014-08-01 00:00:00+00:00,Y02403,15E,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-08-01 00:00:00+00:00,Y00192,15N,0402030K0,Lithium Carbonate,3,0,3,2.5300000000000002
2014-08-01 00:00:00+00:00,Y04523,R1A,0402030K0,Lithium Carbonate,1,0,1,1.3
2014-08-01 00:00:00+00:00,Y02587,09W,0402030K0,Lithium Carbonate,2,0,2,1.41
2014-08-01 00:00:00+00:00,Y02991,06H,0402030K0,Lithium Carbonate,5,0,5,7.239999999999999
2014-08-01 00:00:00+00:00,Y01003,00V,0402030K0,Lithium Carbonate,2,0,2,0.85
2014-08-01 00:00:00+00:00,Y04058,NR5,0402030K0,Lithium Carbonate,2,0,2,1.68
2014-08-01 00:00:00+00:00,Y03403,05T,0402030K0,Lithium Carbonate,2,0,2,1.41
2014-08-01 00:00:00+00:00,Y00988,RRF,0402030K0,Lithium Carbonate,1,0,1,0.3
2014-08-01 00:00:00+00:00,N81654,RY2,0402030K0,Lithium Carbonate,2,0,2,0.81
2014-08-01 00:00:00+00:00,Y00433,01H,0402030K0,Lithium Carbonate,9,0,9,6.06
2014-08-01 00:00:00+00:00,Y03056,RYG,0402030K0,Lithium Carbonate,3,0,3,1.73
2014-08-01 00:00:00+00:00,Y02115,00D,0402030K0,Lithium Carbonate,2,0,2,0.65
2014-08-01 00:00:00+00:00,Y03610,11A,0402030K0,Lithium Carbonate,2,0,2,0.75
2014-08-01 00:00:00+00:00,Y00400,15C,0402030K0,Lithium Carbonate,2,0,2,0.81
2014-08-01 00:00:00+00:00,Y00082,04G,0402030K0,Lithium Carbonate,1,0,1,0.3
2014-08-01 00:00:00+00:00,N81104,02F,0402030K0,Lithium Carbonate,5,0,5,3.83
2014-08-01 00:00:00+00:00,F83630,08H,0402030K0,Lithium Carbonate,1,0,1,2.71
2014-08-01 00:00:00+00:00,C84674,04K,0402030K0,Lithium Carbonate,1,0,1,2.71
2014-08-01 00:00:00+00:00,Y02064,00C,0402030K0,Lithium Carbonate,1,0,1,0.23
2014-08-01 00:00:00+00:00,Y02147,07N,0402030K0,Lithium Carbonate,2,0,2,0.81
2014-08-01 00:00:00+00:00,Y01952,03A,0402030K0,Lithium Carbonate,2,0,2,0.6699999999999999
2014-08-01 00:00:00+00:00,Y01083,00Y,0402030K0,Lithium Carbonate,1,0,1,0.18
2014-08-01 00:00:00+00:00,Y02018,01Y,0402030K0,Lithium Carbonate,1,0,1,0.61
2014-08-01 00:00:00+00:00,Y00042,06N,0402030K0,Lithium Carbonate,1,0,1,0.43
2014-08-01 00:00:00+00:00,Y02245,RYG,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-09-01 00:00:00+00:00,F85710,07X,0402030K0,Lithium Carbonate,2,0,2,0.98
2014-09-01 00:00:00+00:00,Y04264,15M,0402030K0,Lithium Carbonate,5,0,5,9.819999999999999
2014-09-01 00:00:00+00:00,Y02234,RYG,0402030K0,Lithium Carbonate,1,0,1,0.7
2014-09-01 00:00:00+00:00,Y00781,08N,0402030K0,Lithium Carbonate,4,0,4,6.859999999999999
2014-09-01 00:00:00+00:00,Y04536,R1A,0402030K0,Lithium Carbonate,3,0,3,3.25
2014-09-01 00:00:00+00:00,C84674,04K,0402030K0,Lithium Carbonate,1,0,1,2.71
2014-09-01 00:00:00+00:00,Y02859,NTV,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-09-01 00:00:00+00:00,Y00658,RNU,0402030K0,Lithium Carbonate,3,0,3,1.57
2014-09-01 00:00:00+00:00,Y02068,AC0,0402030K0,Lithium Carbonate,1,0,1,0.7
2014-09-01 00:00:00+00:00,Y00433,01H,0402030K0,Lithium Carbonate,7,0,7,10.270000000000001
2014-09-01 00:00:00+00:00,Y02403,15E,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-09-01 00:00:00+00:00,Y00911,05N,0402030K0,Lithium Carbonate,1,0,1,3.11
2014-09-01 00:00:00+00:00,Y00082,04G,0402030K0,Lithium Carbonate,2,0,2,0.56
2014-09-01 00:00:00+00:00,Y02737,05C,0402030K0,Lithium Carbonate,3,0,3,4.6899999999999995
2014-09-01 00:00:00+00:00,Y03056,RYG,0402030K0,Lithium Carbonate,22,0,22,7.279999999999999
2014-09-01 00:00:00+00:00,Y00192,15N,0402030P0,Lithium Citrate,0,1,1,5.2
2014-09-01 00:00:00+00:00,Y02989,NTP,0402030K0,Lithium Carbonate,1,0,1,0.18
2014-09-01 00:00:00+00:00,Y03614,01Y,0402030K0,Lithium Carbonate,4,0,4,2.27
2014-09-01 00:00:00+00:00,Y04058,NR5,0402030K0,Lithium Carbonate,2,0,2,1.68
2014-09-01 00:00:00+00:00,Y04527,R1A,0402030K0,Lithium Carbonate,1,0,1,0.43
2014-09-01 00:00:00+00:00,Y04529,R1A,0402030K0,Lithium Carbonate,1,0,1,0.41
2014-09-01 00:00:00+00:00,Y04525,R1A,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-09-01 00:00:00+00:00,Y04263,15M,0402030K0,Lithium Carbonate,4,0,4,4.74
2014-09-01 00:00:00+00:00,Y04406,RV3,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-09-01 00:00:00+00:00,Y03610,11A,0402030K0,Lithium Carbonate,2,0,2,0.97
2014-09-01 00:00:00+00:00,Y00737,RYF,0402030K0,Lithium Carbonate,2,0,2,0.81
2014-09-01 00:00:00+00:00,Y02242,RYG,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-09-01 00:00:00+00:00,Y02991,06H,0402030K0,Lithium Carbonate,1,0,1,0.33
2014-09-01 00:00:00+00:00,Y04447,R1A,0402030K0,Lithium Carbonate,2,0,2,0.59
2014-09-01 00:00:00+00:00,Y02695,RYG,0402030K0,Lithium Carbonate,1,0,1,1.97
2014-09-01 00:00:00+00:00,N85638,RY7,0402030K0,Lithium Carbonate,2,0,2,0.54
2014-09-01 00:00:00+00:00,Y03558,RYG,0402030K0,Lithium Carbonate,2,0,2,1.68
2014-09-01 00:00:00+00:00,Y02248,RYG,0402030K0,Lithium Carbonate,1,0,1,1.35
2014-09-01 00:00:00+00:00,Y00049,11N,0402030P0,Lithium Citrate,0,2,2,10.4
2014-09-01 00:00:00+00:00,Y03419,99E,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-09-01 00:00:00+00:00,Y04381,15C,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-09-01 00:00:00+00:00,Y01897,15M,0402030K0,Lithium Carbonate,2,0,2,0.56
2014-09-01 00:00:00+00:00,Y00587,10J,0402030K0,Lithium Carbonate,2,0,2,0.76
2014-09-01 00:00:00+00:00,Y00192,15N,0402030K0,Lithium Carbonate,3,0,3,0.99
2014-09-01 00:00:00+00:00,Y01952,03A,0402030K0,Lithium Carbonate,4,0,4,1.05
2014-09-01 00:00:00+00:00,Y01126,02R,0402030K0,Lithium Carbonate,1,0,1,0.33
2014-09-01 00:00:00+00:00,Y02824,08N,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-09-01 00:00:00+00:00,Y01660,09Y,0402030K0,Lithium Carbonate,1,0,1,0.24
2014-09-01 00:00:00+00:00,Y03403,05T,0402030K0,Lithium Carbonate,1,0,1,0.7
2014-09-01 00:00:00+00:00,Y02204,99A,0402030K0,Lithium Carbonate,1,0,1,0.23
2014-09-01 00:00:00+00:00,Y02064,00C,0402030K0,Lithium Carbonate,1,0,1,0.16
2014-09-01 00:00:00+00:00,Y00626,11N,0402030K0,Lithium Carbonate,2,0,2,1.26
2014-09-01 00:00:00+00:00,K82638,14Y,0402030K0,Lithium Carbonate,2,0,2,1.39
2014-09-01 00:00:00+00:00,Y01086,NVE,0402030K0,Lithium Carbonate,4,0,4,3.03
2014-09-01 00:00:00+00:00,Y03017,01K,0402030K0,Lithium Carbonate,1,0,1,0.73
2014-09-01 00:00:00+00:00,F83630,08H,0402030K0,Lithium Carbonate,1,0,1,2.71
2014-09-01 00:00:00+00:00,Y03159,RYG,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-09-01 00:00:00+00:00,Y01003,00V,0402030K0,Lithium Carbonate,2,0,2,0.43000000000000005
2014-09-01 00:00:00+00:00,Y00327,RXA,0402030K0,Lithium Carbonate,1,0,1,0.37
2014-10-01 00:00:00+00:00,Y03557,RYG,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-10-01 00:00:00+00:00,Y03558,RYG,0402030K0,Lithium Carbonate,2,0,2,2.55
2014-10-01 00:00:00+00:00,Y04263,15M,0402030K0,Lithium Carbonate,3,0,3,6.000000000000001
2014-10-01 00:00:00+00:00,Y03259,08A,0402030K0,Lithium Carbonate,2,0,2,0.31
2014-10-01 00:00:00+00:00,Y02781,RYG,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-10-01 00:00:00+00:00,Y00776,12D,0402030K0,Lithium Carbonate,1,0,1,1.05
2014-10-01 00:00:00+00:00,Y03419,99E,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-10-01 00:00:00+00:00,L83679,15N,0402030P0,Lithium Citrate,0,1,1,5.2
2014-10-01 00:00:00+00:00,Y04525,R1A,0402030K0,Lithium Carbonate,2,0,2,3.27
2014-10-01 00:00:00+00:00,Y04565,R1A,0402030K0,Lithium Carbonate,1,0,1,0.41
2014-10-01 00:00:00+00:00,Y00868,RY2,0402030K0,Lithium Carbonate,5,0,5,1.74
2014-10-01 00:00:00+00:00,Y04264,15M,0402030K0,Lithium Carbonate,3,0,3,5.26
2014-10-01 00:00:00+00:00,Y00954,06A,0402030K0,Lithium Carbonate,1,0,1,0.2
2014-10-01 00:00:00+00:00,Y02228,RYG,0402030K0,Lithium Carbonate,2,0,2,3.1500000000000004
2014-10-01 00:00:00+00:00,Y00988,RRF,0402030K0,Lithium Carbonate,1,0,1,0.37
2014-10-01 00:00:00+00:00,Y00781,08N,0402030K0,Lithium Carbonate,2,0,2,2.83
2014-10-01 00:00:00+00:00,Y01838,09D,0402030K0,Lithium Carbonate,2,0,2,0.65
2014-10-01 00:00:00+00:00,Y01866,15E,0402030K0,Lithium Carbonate,2,0,2,4.29
2014-10-01 00:00:00+00:00,Y00030,RCD,0402030K0,Lithium Carbonate,1,0,1,0.39
2014-10-01 00:00:00+00:00,Y00972,02G,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-10-01 00:00:00+00:00,Y04131,RJ8,0402030K0,Lithium Carbonate,1,0,1,0.7
2014-10-01 00:00:00+00:00,Y00737,RYF,0402030K0,Lithium Carbonate,2,0,2,3.54
2014-10-01 00:00:00+00:00,Y01156,15E,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-10-01 00:00:00+00:00,Y00626,11N,0402030K0,Lithium Carbonate,1,0,1,0.18
2014-10-01 00:00:00+00:00,Y04514,R1A,0402030K0,Lithium Carbonate,1,0,1,0.7
2014-10-01 00:00:00+00:00,Y00434,01C,0402030K0,Lithium Carbonate,2,0,2,0.38
2014-10-01 00:00:00+00:00,Y00904,01X,0402030K0,Lithium Carbonate,1,0,1,0.23
2014-10-01 00:00:00+00:00,M81636,05J,0402030K0,Lithium Carbonate,1,0,1,0.23
2014-10-01 00:00:00+00:00,Y01117,05C,0402030K0,Lithium Carbonate,1,0,1,0.48
2014-10-01 00:00:00+00:00,Y02991,06H,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-10-01 00:00:00+00:00,Y03787,NVE,0402030K0,Lithium Carbonate,2,0,2,0.47
2014-10-01 00:00:00+00:00,Y03159,RYG,0402030K0,Lithium Carbonate,6,0,6,8.54
2014-10-01 00:00:00+00:00,Y04068,NR5,0402030K0,Lithium Carbonate,3,0,3,1.74
2014-10-01 00:00:00+00:00,Y03668,15C,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-10-01 00:00:00+00:00,Y00030,RCD,0402030P0,Lithium Citrate,0,1,1,5.2
2014-10-01 00:00:00+00:00,Y03662,15C,0402030K0,Lithium Carbonate,1,0,1,0.23
2014-10-01 00:00:00+00:00,Y04527,R1A,0402030K0,Lithium Carbonate,1,0,1,0.73
2014-10-01 00:00:00+00:00,Y04050,NR5,0402030K0,Lithium Carbonate,5,0,5,1.57
2014-10-01 00:00:00+00:00,Y03610,11A,0402030K0,Lithium Carbonate,3,0,3,1.82
2014-10-01 00:00:00+00:00,Y02241,RYG,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-10-01 00:00:00+00:00,Y02071,01G,0402030K0,Lithium Carbonate,15,0,15,5.53
2014-10-01 00:00:00+00:00,Y02245,RYG,0402030K0,Lithium Carbonate,1,0,1,1.05
2014-10-01 00:00:00+00:00,Y04346,RCF,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-10-01 00:00:00+00:00,Y00192,15N,0402030K0,Lithium Carbonate,5,0,5,2.67
2014-10-01 00:00:00+00:00,Y00023,03F,0402030K0,Lithium Carbonate,1,0,1,0.2
2014-10-01 00:00:00+00:00,B87614,NL1,0402030K0,Lithium Carbonate,1,0,1,3.58
2014-10-01 00:00:00+00:00,Y01952,03A,0402030K0,Lithium Carbonate,7,0,7,1.5300000000000002
2014-10-01 00:00:00+00:00,Y01061,06K,0402030K0,Lithium Carbonate,3,0,3,0.8600000000000001
2014-10-01 00:00:00+00:00,Y03056,RYG,0402030K0,Lithium Carbonate,7,0,7,4.21
2014-10-01 00:00:00+00:00,Y00433,01H,0402030K0,Lithium Carbonate,14,0,14,6.549999999999999
2014-10-01 00:00:00+00:00,Y00623,RWX,0402030K0,Lithium Carbonate,1,0,1,0.23
2014-10-01 00:00:00+00:00,Y00860,99G,0402030K0,Lithium Carbonate,1,0,1,0.3
2014-10-01 00:00:00+00:00,Y04058,NR5,0402030K0,Lithium Carbonate,2,0,2,1.68
2014-10-01 00:00:00+00:00,Y02591,14L,0402030K0,Lithium Carbonate,1,0,1,0.18
2014-10-01 00:00:00+00:00,Y00752,RY5,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-10-01 00:00:00+00:00,Y01897,15M,0402030K0,Lithium Carbonate,2,0,2,0.33999999999999997
2014-10-01 00:00:00+00:00,Y04406,RV3,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-10-01 00:00:00+00:00,Y04600,00T,0402030K0,Lithium Carbonate,2,0,2,1.68
2014-10-01 00:00:00+00:00,Y02403,15E,0402030K0,Lithium Carbonate,1,0,1,0.76
2014-10-01 00:00:00+00:00,Y00082,04G,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-11-01 00:00:00+00:00,Y00737,RYF,0402030K0,Lithium Carbonate,2,0,2,0.39
2014-11-01 00:00:00+00:00,M85805,15E,0402030K0,Lithium Carbonate,1,0,1,0.26
2014-11-01 00:00:00+00:00,Y04525,R1A,0402030K0,Lithium Carbonate,1,0,1,1.41
2014-11-01 00:00:00+00:00,Y02068,AC0,0402030K0,Lithium Carbonate,2,0,2,0.71
2014-11-01 00:00:00+00:00,Y03610,11A,0402030K0,Lithium Carbonate,1,0,1,0.43
2014-11-01 00:00:00+00:00,Y03605,12D,0402030K0,Lithium Carbonate,2,0,2,0.48
2014-11-01 00:00:00+00:00,Y04524,R1A,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-11-01 00:00:00+00:00,Y01156,15E,0402030K0,Lithium Carbonate,2,0,2,5.07
2014-11-01 00:00:00+00:00,Y00408,01R,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-11-01 00:00:00+00:00,Y04099,02R,0402030K0,Lithium Carbonate,1,0,1,0.32
2014-11-01 00:00:00+00:00,Y03558,RYG,0402030K0,Lithium Carbonate,2,0,2,9.09
2014-11-01 00:00:00+00:00,Y00065,04K,0402030K0,Lithium Carbonate,1,0,1,0.56
2014-11-01 00:00:00+00:00,Y01083,00Y,0402030K0,Lithium Carbonate,1,0,1,0.24
2014-11-01 00:00:00+00:00,Y00068,09L,0402030K0,Lithium Carbonate,1,0,1,1.3
2014-11-01 00:00:00+00:00,Y02781,RYG,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-11-01 00:00:00+00:00,Y03419,99E,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-11-01 00:00:00+00:00,Y04536,R1A,0402030K0,Lithium Carbonate,5,0,5,4.93
2014-11-01 00:00:00+00:00,Y04263,15M,0402030K0,Lithium Carbonate,3,0,3,5.99
2014-11-01 00:00:00+00:00,Y03662,15C,0402030P0,Lithium Citrate,0,1,1,5.19
2014-11-01 00:00:00+00:00,Y01031,01E,0402030K0,Lithium Carbonate,1,0,1,0.43
2014-11-01 00:00:00+00:00,B87614,NL1,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-11-01 00:00:00+00:00,Y00911,05N,0402030K0,Lithium Carbonate,1,0,1,2.13
2014-11-01 00:00:00+00:00,G82813,NQ7,0402030K0,Lithium Carbonate,1,0,1,1.09
2014-11-01 00:00:00+00:00,Y00623,RWX,0402030K0,Lithium Carbonate,1,0,1,3.1
2014-11-01 00:00:00+00:00,Y00192,15N,0402030K0,Lithium Carbonate,1,0,1,0.32
2014-11-01 00:00:00+00:00,Y00658,RNU,0402030K0,Lithium Carbonate,1,0,1,0.32
2014-11-01 00:00:00+00:00,Y04527,R1A,0402030K0,Lithium Carbonate,2,0,2,0.82
2014-11-01 00:00:00+00:00,Y03159,RYG,0402030K0,Lithium Carbonate,1,0,1,2.7
2014-11-01 00:00:00+00:00,Y01897,15M,0402030K0,Lithium Carbonate,1,0,1,1.85
2014-11-01 00:00:00+00:00,Y04537,R1A,0402030K0,Lithium Carbonate,2,0,2,4.11
2014-11-01 00:00:00+00:00,Y04585,NVE,0402030K0,Lithium Carbonate,2,0,2,0.48
2014-11-01 00:00:00+00:00,Y02245,RYG,0402030K0,Lithium Carbonate,2,0,2,2.02
2014-11-01 00:00:00+00:00,Y03206,RYG,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-11-01 00:00:00+00:00,C81667,15M,0402030K0,Lithium Carbonate,1,0,1,0.26
2014-11-01 00:00:00+00:00,Y04018,02X,0402030K0,Lithium Carbonate,1,0,1,0.98
2014-11-01 00:00:00+00:00,Y00417,RYG,0402030K0,Lithium Carbonate,1,0,1,1.3
2014-11-01 00:00:00+00:00,Y02234,RYG,0402030K0,Lithium Carbonate,4,0,4,1.48
2014-11-01 00:00:00+00:00,Y03574,00D,0402030P0,Lithium Citrate,0,1,1,5.19
2014-11-01 00:00:00+00:00,Y03160,RY5,0402030K0,Lithium Carbonate,1,0,1,0.43
2014-11-01 00:00:00+00:00,Y04050,NR5,0402030K0,Lithium Carbonate,4,0,4,1.23
2014-11-01 00:00:00+00:00,K82638,14Y,0402030K0,Lithium Carbonate,1,0,1,0.43
2014-11-01 00:00:00+00:00,Y04638,R1A,0402030K0,Lithium Carbonate,2,0,2,5.23
2014-11-01 00:00:00+00:00,Y00433,01H,0402030K0,Lithium Carbonate,4,0,4,7.119999999999999
2014-11-01 00:00:00+00:00,Y03056,RYG,0402030K0,Lithium Carbonate,4,0,4,1.54
2014-11-01 00:00:00+00:00,Y02695,RYG,0402030K0,Lithium Carbonate,2,0,2,3.74
2014-11-01 00:00:00+00:00,Y02065,10Q,0402030K0,Lithium Carbonate,1,0,1,3.67
2014-11-01 00:00:00+00:00,Y01952,03A,0402030K0,Lithium Carbonate,8,0,8,1.8900000000000001
2014-11-01 00:00:00+00:00,Y04264,15M,0402030K0,Lithium Carbonate,3,0,3,5.25
2014-11-01 00:00:00+00:00,Y02247,RYG,0402030K0,Lithium Carbonate,1,0,1,0.86
2014-11-01 00:00:00+00:00,Y04068,NR5,0402030K0,Lithium Carbonate,3,0,3,1.94
2014-11-01 00:00:00+00:00,Y03614,01Y,0402030K0,Lithium Carbonate,1,0,1,1.01
2014-11-01 00:00:00+00:00,Y02403,15E,0402030K0,Lithium Carbonate,1,0,1,0.55
2014-11-01 00:00:00+00:00,Y02991,06H,0402030K0,Lithium Carbonate,1,0,1,0.23
2014-11-01 00:00:00+00:00,Y00617,99M,0402030K0,Lithium Carbonate,2,0,2,0.27
2014-11-01 00:00:00+00:00,Y03344,03T,0402030K0,Lithium Carbonate,1,0,1,0.32
2014-12-01 00:00:00+00:00,Y01249,14L,0402030K0,Lithium Carbonate,1,0,1,0.7
2014-12-01 00:00:00+00:00,Y00781,08N,0402030K0,Lithium Carbonate,1,0,1,1.9
2014-12-01 00:00:00+00:00,Y04068,NR5,0402030K0,Lithium Carbonate,3,0,3,3.13
2014-12-01 00:00:00+00:00,Y00911,05N,0402030K0,Lithium Carbonate,1,0,1,0.55
